incnum,offense,offensecode,offensetype,category,year,blockcode,ward,police_shift,day_and_month
100000333,Simple Assault,13B,Assault Offenses,Crimes against Person,2021,,,,
100000334,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2017,,,,
100000335,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2021,,,,
100000336,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2022,,,,
100000337,Simple Assault,13B,Assault Offenses,Crimes against Person,2019,,,,
100000338,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2025,,,,
100000339,All Other Offenses,90Z,All Other Offenses,Other,2020,,,,
100000340,Simple Assault,13B,Assault Offenses,Crimes against Person,2017,,,,
100000341,Pornography/Obscene Material,370,Pornography/Obscene Material,Crimes against Society,2019,,,,
100000342,Simple Assault,13B,Assault Offenses,Crimes against Person,2019,,,,
100000343,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2019,,,,
100000344,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2018,,,,
100000345,Theft From Building,23D,Larceny/Theft Offenses,Crimes against Property,2021,,,,
100000346,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2020,,,,
100000347,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2020,,,,
100000348,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2019,,,,
100000349,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2019,,,,
100000350,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2025,,,,
100000351,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2019,,,,
100000352,Simple Assault,13B,Assault Offenses,Crimes against Person,2018,,,,
100000353,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2022,,,,
100000354,Pornography/Obscene Material,370,Pornography/Obscene Material,Crimes against Society,2021,,,,
100000355,Simple Assault,13B,Assault Offenses,Crimes against Person,2019,,,,
100000356,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2023,,,,
100000357,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2017,,,,
100000358,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2021,,,,
100000359,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2025,,,,
100000360,Simple Assault,13B,Assault Offenses,Crimes against Person,2022,,,,
100000361,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2022,,,,
100000362,Simple Assault,13B,Assault Offenses,Crimes against Person,2020,,,,
100000363,Theft From Building,23D,Larceny/Theft Offenses,Crimes against Property,2019,,,,
100000364,Simple Assault,13B,Assault Offenses,Crimes against Person,2020,,,,
100000365,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2022,,,,
100000366,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2025,,,,
100000367,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2023,,,,
100000368,All Other Offenses,90Z,All Other Offenses,Other,2023,,,,
100000369,All Other Offenses,90Z,All Other Offenses,Other,2024,,,,
100000370,Simple Assault,13B,Assault Offenses,Crimes against Person,2024,,,,
100000371,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2025,,,,
100000372,Simple Assault,13B,Assault Offenses,Crimes against Person,2021,,,,
100000373,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2020,,,,
100000374,Motor Vehicle Theft,240,Motor Vehicle Theft,Crimes against Property,2017,,,,
100000375,Simple Assault,13B,Assault Offenses,Crimes against Person,2024,,,,
100000376,Simple Assault,13B,Assault Offenses,Crimes against Person,2025,,,,
100000377,Simple Assault,13B,Assault Offenses,Crimes against Person,2021,,,,
100000378,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2023,,,,
100000379,Theft From Building,23D,Larceny/Theft Offenses,Crimes against Property,2021,,,,
100000380,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2021,,,,
100000381,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2022,,,,
100000382,Simple Assault,13B,Assault Offenses,Crimes against Person,2023,,,,
100000383,Simple Assault,13B,Assault Offenses,Crimes against Person,2020,,,,
100000384,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2025,,,,
100000385,Simple Assault,13B,Assault Offenses,Crimes against Person,2022,,,,
100000386,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2018,,,,
100000387,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2019,,,,
100000388,Simple Assault,13B,Assault Offenses,Crimes against Person,2018,,,,
100000389,Simple Assault,13B,Assault Offenses,Crimes against Person,2019,,,,
100000390,Simple Assault,13B,Assault Offenses,Crimes against Person,2020,,,,
100000391,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2025,,,,
100000392,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2024,,,,
100000393,Simple Assault,13B,Assault Offenses,Crimes against Person,2020,,,,
100000394,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2023,,,,
100000395,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2023,,,,
100000396,All Other Offenses,90Z,All Other Offenses,Other,2023,,,,
100000397,All Other Offenses,90Z,All Other Offenses,Other,2024,,,,
100000398,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2019,,,,
100000399,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2021,,,,
100000400,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2018,,,,
100000401,All Other Offenses,90Z,All Other Offenses,Other,2018,,,,
100000402,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2018,,,,
100000403,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2019,,,,
100000404,Simple Assault,13B,Assault Offenses,Crimes against Person,2018,,,,
100000405,Simple Assault,13B,Assault Offenses,Crimes against Person,2021,,,,
100000406,Simple Assault,13B,Assault Offenses,Crimes against Person,2021,,,,
100000407,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2018,,,,
100000408,Simple Assault,13B,Assault Offenses,Crimes against Person,2024,,,,
100000409,Theft From Building,23D,Larceny/Theft Offenses,Crimes against Property,2025,,,,
100000410,Simple Assault,13B,Assault Offenses,Crimes against Person,2024,,,,
100000411,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2018,,,,
100000412,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2017,,,,
100000413,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2019,,,,
100000414,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2017,,,,
100000415,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2021,,,,
100000416,Simple Assault,13B,Assault Offenses,Crimes against Person,2020,,,,
100000417,Disorderly Conduct,90C,Disorderly Conduct,Other,2019,,,,
100000418,Simple Assault,13B,Assault Offenses,Crimes against Person,2022,,,,
100000419,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2017,,,,
100000420,Simple Assault,13B,Assault Offenses,Crimes against Person,2025,,,,
100000421,Theft From Building,23D,Larceny/Theft Offenses,Crimes against Property,2019,,,,
100000422,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2021,,,,
100000423,Simple Assault,13B,Assault Offenses,Crimes against Person,2021,,,,
100000424,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2025,,,,
100000425,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2023,,,,
100000426,Pornography/Obscene Material,370,Pornography/Obscene Material,Crimes against Society,2021,,,,
100000427,Simple Assault,13B,Assault Offenses,Crimes against Person,2025,,,,
100000428,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2020,,,,
100000429,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2023,,,,
100000430,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2020,,,,
100000431,Simple Assault,13B,Assault Offenses,Crimes against Person,2021,,,,
100000432,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2023,,,,
100000433,All Other Offenses,90Z,All Other Offenses,Other,2018,,,,
100000434,Motor Vehicle Theft,240,Motor Vehicle Theft,Crimes against Property,2018,,,,
100000435,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2024,,,,
100000436,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2019,,,,
100000437,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2025,,,,
100000438,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2018,,,,
100000439,Simple Assault,13B,Assault Offenses,Crimes against Person,2019,,,,
100000440,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2020,,,,
100000441,Simple Assault,13B,Assault Offenses,Crimes against Person,2022,,,,
100000442,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2025,,,,
100000443,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2019,,,,
100000444,Simple Assault,13B,Assault Offenses,Crimes against Person,2024,,,,
100000445,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2017,,,,
100000446,Intimidation,13C,Assault Offenses,Crimes against Person,2025,,,,
100000447,Simple Assault,13B,Assault Offenses,Crimes against Person,2019,,,,
100000448,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2019,,,,
100000449,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2017,,,,
100000450,Simple Assault,13B,Assault Offenses,Crimes against Person,2022,,,,
100000451,Simple Assault,13B,Assault Offenses,Crimes against Person,2019,,,,
100000452,Simple Assault,13B,Assault Offenses,Crimes against Person,2024,,,,
100000453,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2017,,,,
100000454,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2019,,,,
100000455,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2023,,,,
100000456,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2017,,,,
100000457,Simple Assault,13B,Assault Offenses,Crimes against Person,2021,,,,
100000458,All Other Offenses,90Z,All Other Offenses,Other,2023,,,,
100000459,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2023,,,,
100000460,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2022,,,,
100000461,Robbery,120,Robbery,Crimes against Property,2024,,,,
100000462,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2023,,,,
100000463,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2019,,,,
100000464,Motor Vehicle Theft,240,Motor Vehicle Theft,Crimes against Property,2024,,,,
100000465,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2024,,,,
100000466,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2019,,,,
100000467,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2021,,,,
100000468,Simple Assault,13B,Assault Offenses,Crimes against Person,2024,,,,
100000469,Simple Assault,13B,Assault Offenses,Crimes against Person,2017,,,,
100000470,Simple Assault,13B,Assault Offenses,Crimes against Person,2021,,,,
100000471,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2021,,,,
100000472,Simple Assault,13B,Assault Offenses,Crimes against Person,2020,,,,
100000473,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2023,,,,
100000474,Simple Assault,13B,Assault Offenses,Crimes against Person,2020,,,,
100000475,Robbery,120,Robbery,Crimes against Property,2019,,,,
100000476,Simple Assault,13B,Assault Offenses,Crimes against Person,2021,,,,
100000477,Simple Assault,13B,Assault Offenses,Crimes against Person,2023,,,,
100000478,Drug/Narcotic Violations,35A,Drug/Narcotics Offenses,Crimes against Society,2018,,,,
100000479,Simple Assault,13B,Assault Offenses,Crimes against Person,2025,,,,
100000480,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2022,,,,
100000481,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2021,,,,
100000482,Simple Assault,13B,Assault Offenses,Crimes against Person,2025,,,,
100000483,Simple Assault,13B,Assault Offenses,Crimes against Person,2019,,,,
100000484,Simple Assault,13B,Assault Offenses,Crimes against Person,2024,,,,
100000485,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2024,,,,
100000486,Simple Assault,13B,Assault Offenses,Crimes against Person,2025,,,,
100000487,All Other Offenses,90Z,All Other Offenses,Other,2023,,,,
100000488,Simple Assault,13B,Assault Offenses,Crimes against Person,2020,,,,
100000489,Simple Assault,13B,Assault Offenses,Crimes against Person,2019,,,,
100000490,Robbery,120,Robbery,Crimes against Property,2021,,,,
100000491,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2022,,,,
100000492,Simple Assault,13B,Assault Offenses,Crimes against Person,2018,,,,
100000493,Simple Assault,13B,Assault Offenses,Crimes against Person,2023,,,,
100000494,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2021,,,,
100000495,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2025,,,,
100000496,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2024,,,,
100000497,Simple Assault,13B,Assault Offenses,Crimes against Person,2019,,,,
100000498,Simple Assault,13B,Assault Offenses,Crimes against Person,2018,,,,
100000499,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2020,,,,
100000500,Simple Assault,13B,Assault Offenses,Crimes against Person,2020,,,,
100000501,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2020,,,,
100000502,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2018,,,,
100000503,Pornography/Obscene Material,370,Pornography/Obscene Material,Crimes against Society,2021,,,,
100000504,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2023,,,,
100000505,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2019,,,,
100000506,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2021,,,,
100000507,Kidnapping/Abduction,100,Kidnapping/Abduction,Crimes against Person,2020,,,,
100000508,Simple Assault,13B,Assault Offenses,Crimes against Person,2020,,,,
100000509,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2017,,,,
100000510,Simple Assault,13B,Assault Offenses,Crimes against Person,2018,,,,
100000511,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2022,,,,
100000512,Simple Assault,13B,Assault Offenses,Crimes against Person,2025,,,,
100000513,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2019,,,,
100000514,Simple Assault,13B,Assault Offenses,Crimes against Person,2023,,,,
100000515,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2020,,,,
100000516,Simple Assault,13B,Assault Offenses,Crimes against Person,2022,,,,
100000517,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2025,,,,
100000518,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2025,,,,
100000519,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2022,,,,
100000520,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2020,,,,
100000521,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2023,,,,
100000522,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,,,,
100000523,Simple Assault,13B,Assault Offenses,Crimes against Person,2024,,,,
100000524,Pornography/Obscene Material,370,Pornography/Obscene Material,Crimes against Society,2017,,,,
100000525,Simple Assault,13B,Assault Offenses,Crimes against Person,2019,,,,
100000526,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2019,,,,
100000527,Simple Assault,13B,Assault Offenses,Crimes against Person,2018,,,,
100000528,Simple Assault,13B,Assault Offenses,Crimes against Person,2022,,,,
100000529,Simple Assault,13B,Assault Offenses,Crimes against Person,2025,,,,
100000530,Sex Offenses,"11A - 11D, 36A, 36B",Sex Offenses,Crimes against Person,2018,,,,
100000531,Simple Assault,13B,Assault Offenses,Crimes against Person,2025,,,,
100000532,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2022,,,,
100000533,All Other Offenses,90Z,All Other Offenses,Other,2020,,,,
100000534,Simple Assault,13B,Assault Offenses,Crimes against Person,2022,,,,
100000535,Human Trafficking,64A - 64B,Human Trafficking Offenses,Crimes against Person,2025,,,,
100000536,"Family Offenses, Nonviolent",90F,"Family Offenses, Nonviolent",Other,2024,,,,
100000537,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2020,,,,
100000538,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2018,,,,
100000539,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2021,,,,
